TaskName,TaskType,TaskClass,Rows,Columns,CategoricalColumns,Size,PeakStorageMemory,PeakExecutionMemory,Duration
SVM,Estimator,Classification,3000000,78,0,557.905551,2168.84,1e-06,466072.5
SVM,Estimator,Classification,3000000,104,0,743.872852,2841.685,1e-06,134697.5
SVM,Estimator,Classification,3000000,129,0,922.68967,3415.76,1e-06,160906.5
SVM,Estimator,Classification,4000000,27,0,257.491792,1205.75,1e-06,239243.0
SVM,Estimator,Classification,4000000,53,0,505.45001,2035.595,1e-06,377632.5
SVM,Estimator,Classification,4000000,78,0,743.873035,2801.9350000000004,1e-06,141516.0
SVM,Estimator,Classification,4000000,104,0,991.823236,3803.17,1e-06,157262.5
SVM,Estimator,Classification,4000000,129,0,1230.244541,4527.85,1e-06,184270.0
SVM,Estimator,Classification,5000000,27,0,321.864852,1559.3200000000002,1e-06,274122.5
SVM,Estimator,Classification,5000000,53,0,631.81279,2631.01,1e-06,423931.0
SVM,Estimator,Classification,5000000,78,0,929.83545,3603.165,1e-06,200563.5
SVM,Estimator,Classification,5000000,104,0,1239.781192,4555.0599999999995,1e-06,202225.5
SVM,Estimator,Classification,5000000,129,0,1542.577574,6199.110000000001,1e-06,238594.5
SVM,Estimator,Classification,7000000,28,0,3623.267197,2635.31,1e-06,125957.0
SVM,Transformer,Classification,274,2,0,0.002809,1.94,1e-06,67.0
SVM,Transformer,Classification,274,3,0,0.004897,1.94,1e-06,66.0
SVM,Transformer,Classification,274,4,0,0.00714,1.94,1e-06,67.5
SVM,Transformer,Classification,274,5,0,0.00967,1.94,1e-06,68.0
SVM,Transformer,Classification,549,2,0,0.005466,1.94,1e-06,66.0
SVM,Transformer,Classification,549,3,0,0.009916,1.94,1e-06,66.5
SVM,Transformer,Classification,549,4,0,0.014376,1.94,1e-06,67.0
SVM,Transformer,Classification,549,5,0,0.019374,1.94,1e-06,69.0
SVM,Transformer,Classification,823,2,0,0.008255,1.94,1e-06,67.0
SVM,Transformer,Classification,823,3,0,0.014682,1.94,1e-06,67.0
SVM,Transformer,Classification,823,4,0,0.021341,1.94,1e-06,66.5
SVM,Transformer,Classification,823,5,0,0.029419,1.94,1e-06,69.0
SVM,Transformer,Classification,1098,2,0,0.010977,1.94,1e-06,67.0
SVM,Transformer,Classification,1098,3,0,0.019789,1.94,1e-06,67.0
SVM,Transformer,Classification,1098,4,0,0.028613,1.94,1e-06,68.0
SVM,Transformer,Classification,1098,5,0,0.038794,1.94,1e-06,69.0
SVM,Transformer,Classification,1372,2,0,0.013665,1.94,1e-06,66.5
SVM,Transformer,Classification,1372,3,0,0.024514,1.94,1e-06,67.5
SVM,Transformer,Classification,1372,4,0,0.035789,1.94,1e-06,68.5
SVM,Transformer,Classification,1372,5,0,0.044276,1.94,1e-06,68.0
SVM,Transformer,Classification,1625,6,6,0.018657,4.13,1e-06,44.5
SVM,Transformer,Classification,1625,10,10,0.031126,5.89,1e-06,39.0
SVM,Transformer,Classification,1625,15,15,0.046692,8.09,1e-06,43.0
SVM,Transformer,Classification,1625,19,19,0.059149,9.86,1e-06,45.0
SVM,Transformer,Classification,3250,6,6,0.037254,4.13,1e-06,44.5
SVM,Transformer,Classification,3250,10,10,0.06212,5.89,1e-06,39.0
SVM,Transformer,Classification,3250,15,15,0.093184,8.09,1e-06,42.5
SVM,Transformer,Classification,3250,19,19,0.118039,9.86,1e-06,45.0
SVM,Transformer,Classification,4874,6,6,0.055839,4.13,1e-06,45.5
SVM,Transformer,Classification,4874,10,10,0.093095,5.89,1e-06,40.0
SVM,Transformer,Classification,4874,15,15,0.139647,8.09,1e-06,42.0
SVM,Transformer,Classification,4874,19,19,0.176892,9.86,1e-06,44.0
SVM,Transformer,Classification,6499,6,6,0.074436,4.13,1e-06,45.0
SVM,Transformer,Classification,6499,10,10,0.12409,5.89,1e-06,39.0
SVM,Transformer,Classification,6499,15,15,0.186139,8.09,1e-06,42.0
SVM,Transformer,Classification,6499,19,19,0.235781,9.86,1e-06,44.5
SVM,Transformer,Classification,8124,6,6,0.093032,4.13,1e-06,43.5
SVM,Transformer,Classification,8124,10,10,0.155084,5.89,1e-06,40.0
SVM,Transformer,Classification,8124,15,15,0.23263,8.09,1e-06,42.0
SVM,Transformer,Classification,8124,19,19,0.294671,9.86,1e-06,44.0
SVM,Transformer,Classification,1000000,27,0,64.371837,2.35,1e-06,58.5
SVM,Transformer,Classification,1000000,53,0,126.36286,2.35,1e-06,57.5
SVM,Transformer,Classification,1000000,78,0,185.966228,2.36,1e-06,58.5
SVM,Transformer,Classification,1000000,104,0,247.957234,2.36,1e-06,58.0
SVM,Transformer,Classification,1000000,129,0,307.566253,2.36,1e-06,59.0
SVM,Transformer,Classification,2000000,27,0,128.746571,2.35,1e-06,59.0
SVM,Transformer,Classification,2000000,53,0,252.723961,2.35,1e-06,55.5
SVM,Transformer,Classification,2000000,78,0,371.93442,1.9,1e-06,61.0
SVM,Transformer,Classification,2000000,104,0,495.903806,2.36,1e-06,65.5
SVM,Transformer,Classification,2000000,129,0,615.128746,2.36,1e-06,62.5
SVM,Transformer,Classification,3000000,27,0,193.118719,2.35,1e-06,57.0
SVM,Transformer,Classification,3000000,53,0,379.08824,2.35,1e-06,61.5
SVM,Transformer,Classification,3000000,78,0,557.905551,2.36,1e-06,62.0
SVM,Transformer,Classification,3000000,104,0,743.872852,2.36,1e-06,55.0
SVM,Transformer,Classification,3000000,129,0,922.68967,2.36,1e-06,55.0
SVM,Transformer,Classification,4000000,27,0,257.491792,2.35,1e-06,56.5
SVM,Transformer,Classification,4000000,53,0,505.45001,2.35,1e-06,60.5
SVM,Transformer,Classification,4000000,78,0,743.873035,2.36,1e-06,54.0
SVM,Transformer,Classification,4000000,104,0,991.823236,2.36,1e-06,54.0
SVM,Transformer,Classification,4000000,129,0,1230.244541,2.36,1e-06,56.5
SVM,Transformer,Classification,5000000,27,0,321.864852,2.35,1e-06,56.0
SVM,Transformer,Classification,5000000,53,0,631.81279,2.35,1e-06,56.0
SVM,Transformer,Classification,5000000,78,0,929.83545,2.36,1e-06,53.0
SVM,Transformer,Classification,5000000,104,0,1239.781192,2.36,1e-06,54.0
SVM,Transformer,Classification,5000000,129,0,1542.577574,2.36,1e-06,55.5
