TaskName,TaskType,TaskClass,Rows,Columns,CategoricalColumns,Size,PeakStorageMemory,PeakExecutionMemory,Duration
NaiveBayes,Estimator,Classification,132379,7,1,2.139295,1.85,1e-06,4375.5
NaiveBayes,Estimator,Classification,132379,9,1,2.756615,1.86,1e-06,4436.5
NaiveBayes,Estimator,Classification,132379,12,1,4.042283,2.27,1e-06,4351.0
NaiveBayes,Estimator,Classification,132379,14,1,4.966506,2.27,1e-06,4272.0
NaiveBayes,Estimator,Classification,165474,4,1,1.689241,1.85,1e-06,4316.5
NaiveBayes,Estimator,Classification,165474,7,1,2.674202,1.85,1e-06,4836.0
NaiveBayes,Estimator,Classification,165474,9,1,3.445766,1.86,1e-06,5021.0
NaiveBayes,Estimator,Classification,165474,12,1,5.05303,2.27,1e-06,4611.5
NaiveBayes,Estimator,Classification,165474,14,1,6.366044,2.27,1e-06,4199.5
NaiveBayes,Estimator,Classification,173950,2,0,4.492544,21.66,6021.905000000001,15108.0
NaiveBayes,Estimator,Classification,173950,3,0,6.884357,21.66,5893.780000000001,14490.5
NaiveBayes,Estimator,Classification,173950,4,0,8.997433,22.06,6726.565,11861.0
NaiveBayes,Estimator,Classification,232405,12,0,6.600268,1.81,1e-06,3823.5
NaiveBayes,Estimator,Classification,232405,23,0,13.128395,2.25,1e-06,3341.0
NaiveBayes,Estimator,Classification,232405,34,0,18.607503,2.29,1e-06,3180.5
NaiveBayes,Estimator,Classification,232405,45,0,24.241912,2.32,1e-06,3259.0
NaiveBayes,Estimator,Classification,232405,55,0,28.675522,2.35,1e-06,3414.0
NaiveBayes,Estimator,Classification,260924,2,0,6.738517,34.51,5573.594999999999,21233.0
NaiveBayes,Estimator,Classification,260924,3,0,10.327294,34.92,4644.5650000000005,17459.0
NaiveBayes,Estimator,Classification,260924,4,0,13.498589,34.92,6982.8150000000005,16531.5
NaiveBayes,Estimator,Classification,347899,2,0,8.985122,42.41,5509.38,22345.5
NaiveBayes,Estimator,Classification,347899,3,0,13.76755,42.41,4868.844999999999,21121.5
NaiveBayes,Estimator,Classification,347899,4,0,17.998191,42.42,6726.595,20816.5
NaiveBayes,Estimator,Classification,348607,12,0,9.899996,2.22,1e-06,3893.0
NaiveBayes,Estimator,Classification,348607,23,0,19.691607,2.25,1e-06,3241.0
NaiveBayes,Estimator,Classification,348607,34,0,27.910069,2.29,1e-06,3179.0
NaiveBayes,Estimator,Classification,348607,45,0,36.363632,2.32,1e-06,3346.5
NaiveBayes,Estimator,Classification,348607,55,0,43.011833,2.35,1e-06,3485.5
NaiveBayes,Estimator,Classification,434874,2,0,11.231041,60.49,4934.0,28041.5
NaiveBayes,Estimator,Classification,434874,3,0,17.211221,60.49,5477.844999999999,24556.5
NaiveBayes,Estimator,Classification,434874,4,0,19.716201,59.22,6182.9400000000005,26619.0
NaiveBayes,Estimator,Classification,464810,12,0,13.199994,2.22,1e-06,4014.0
NaiveBayes,Estimator,Classification,464810,23,0,26.256078,2.25,1e-06,3334.5
NaiveBayes,Estimator,Classification,464810,34,0,37.21448,2.29,1e-06,3325.0
NaiveBayes,Estimator,Classification,464810,45,0,48.484786,2.32,1e-06,3388.0
NaiveBayes,Estimator,Classification,464810,55,0,57.35005,2.35,1e-06,3594.0
NaiveBayes,Estimator,Classification,581012,12,0,16.499925,2.22,1e-06,4073.5
NaiveBayes,Estimator,Classification,581012,23,0,32.820001,2.25,1e-06,3431.0
NaiveBayes,Estimator,Classification,581012,34,0,46.518288,2.29,1e-06,3360.5
NaiveBayes,Estimator,Classification,581012,45,0,60.605294,2.32,1e-06,3468.5
NaiveBayes,Estimator,Classification,581012,55,0,71.687256,2.35,1e-06,3829.5
NaiveBayes,Estimator,Classification,979686,10,3,40.909716,2.66,1e-06,4316.5
NaiveBayes,Estimator,Classification,979686,18,4,66.313942,3.14,1e-06,3800.5
NaiveBayes,Estimator,Classification,979686,26,4,94.77689,3.16,1e-06,4230.5
NaiveBayes,Estimator,Classification,979686,34,4,111.638906,3.17,1e-06,4701.5
NaiveBayes,Estimator,Classification,979686,42,4,128.841283,3.1,1e-06,5431.0
NaiveBayes,Estimator,Classification,1000000,27,0,64.371837,2.2,1e-06,4035.5
NaiveBayes,Estimator,Classification,1000000,53,0,126.36286,1.9,1e-06,4945.5
NaiveBayes,Estimator,Classification,1000000,78,0,185.966228,1.89,1e-06,7128.0
NaiveBayes,Estimator,Classification,1000000,104,0,247.957234,1.81,1e-06,16124.0
NaiveBayes,Estimator,Classification,1000000,129,0,307.566253,1.84,1e-06,12633.0
NaiveBayes,Estimator,Classification,1959372,10,3,81.812397,2.67,1e-06,4650.5
NaiveBayes,Estimator,Classification,1959372,18,4,132.624369,3.06,1e-06,6486.0
NaiveBayes,Estimator,Classification,1959372,26,4,189.550513,3.07,1e-06,8348.0
NaiveBayes,Estimator,Classification,1959372,34,4,223.27098,3.08,1e-06,13134.0
NaiveBayes,Estimator,Classification,1959372,42,4,257.686287,3.1,1e-06,15411.5
NaiveBayes,Estimator,Classification,2000000,27,0,128.746571,1.82,1e-06,4702.5
NaiveBayes,Estimator,Classification,2000000,53,0,252.723961,1.82,1e-06,15626.0
NaiveBayes,Estimator,Classification,2000000,78,0,371.93442,1.89,1e-06,10348.5
NaiveBayes,Estimator,Classification,2000000,104,0,495.903806,1.83,1e-06,14102.0
NaiveBayes,Estimator,Classification,2000000,129,0,615.128746,1.87,1e-06,12643.0
NaiveBayes,Estimator,Classification,2939059,10,3,122.723862,2.59,1e-06,6791.0
NaiveBayes,Estimator,Classification,2939059,18,4,198.939043,3.06,1e-06,11588.5
NaiveBayes,Estimator,Classification,2939059,26,4,284.330332,3.07,1e-06,18157.5
NaiveBayes,Estimator,Classification,2939059,34,4,334.914858,3.08,1e-06,19598.5
NaiveBayes,Estimator,Classification,2939059,42,4,386.530335,2.105,1e-06,20939.5
NaiveBayes,Estimator,Classification,3000000,27,0,193.118719,1.75,1e-06,14740.5
NaiveBayes,Estimator,Classification,3000000,53,0,379.08824,1.82,1e-06,10383.5
NaiveBayes,Estimator,Classification,3000000,78,0,557.905551,1.91,1e-06,14560.0
NaiveBayes,Estimator,Classification,3000000,104,0,743.872852,1.82,1e-06,11498.5
NaiveBayes,Estimator,Classification,3000000,129,0,922.68967,1.87,1e-06,15796.0
NaiveBayes,Estimator,Classification,3918745,10,3,163.630093,2.59,1e-06,9170.5
NaiveBayes,Estimator,Classification,3918745,18,4,265.253685,3.06,1e-06,17324.0
NaiveBayes,Estimator,Classification,3918745,26,4,379.108897,2.17,1e-06,22072.5
NaiveBayes,Estimator,Classification,3918745,34,4,446.549325,2.2,1e-06,21089.5
NaiveBayes,Estimator,Classification,3918745,42,4,515.375125,3.1,1e-06,19320.0
NaiveBayes,Estimator,Classification,4000000,27,0,257.491792,1.75,1e-06,14412.0
NaiveBayes,Estimator,Classification,4000000,53,0,505.45001,1.84,1e-06,13592.5
NaiveBayes,Estimator,Classification,4000000,78,0,743.873035,1.91,1e-06,13226.5
NaiveBayes,Estimator,Classification,4000000,104,0,991.823236,1.83,1e-06,15568.5
NaiveBayes,Estimator,Classification,4000000,129,0,1230.244541,1.87,1e-06,17252.0
NaiveBayes,Estimator,Classification,4898431,10,3,204.536826,2.59,1e-06,11941.0
NaiveBayes,Estimator,Classification,4898431,18,4,331.567341,3.06,1e-06,23584.0
NaiveBayes,Estimator,Classification,4898431,26,4,473.884029,2.3449999999999998,1e-06,21932.5
NaiveBayes,Estimator,Classification,4898431,34,4,558.190071,3.08,1e-06,19455.0
NaiveBayes,Estimator,Classification,4898431,42,3,648.887481,3.1,1e-06,26893.5
NaiveBayes,Estimator,Classification,5000000,27,0,321.864852,1.975,1e-06,8996.5
NaiveBayes,Estimator,Classification,5000000,53,0,631.81279,1.84,1e-06,11980.0
NaiveBayes,Estimator,Classification,5000000,78,0,929.83545,1.91,1e-06,17556.0
NaiveBayes,Estimator,Classification,5000000,104,0,1239.781192,1.83,1e-06,18322.0
NaiveBayes,Estimator,Classification,5000000,129,0,1542.577574,1.87,1e-06,20468.5
NaiveBayes,Estimator,Classification,7000000,28,0,3623.267197,1.74,1e-06,14053.0
NaiveBayes,Transformer,Classification,274,2,0,0.002809,2.4,1e-06,1569.5
NaiveBayes,Transformer,Classification,274,3,0,0.004897,2.4,1e-06,1577.5
NaiveBayes,Transformer,Classification,274,4,0,0.00714,2.4,1e-06,1589.5
NaiveBayes,Transformer,Classification,274,5,0,0.00967,2.41,1e-06,1550.5
NaiveBayes,Transformer,Classification,549,2,0,0.005466,2.4,1e-06,1568.5
NaiveBayes,Transformer,Classification,549,3,0,0.009916,2.4,1e-06,1580.5
NaiveBayes,Transformer,Classification,549,4,0,0.014376,2.4,1e-06,1579.5
NaiveBayes,Transformer,Classification,549,5,0,0.019374,2.41,1e-06,1568.0
NaiveBayes,Transformer,Classification,823,2,0,0.008255,2.4,1e-06,1593.0
NaiveBayes,Transformer,Classification,823,3,0,0.014682,2.4,1e-06,1549.5
NaiveBayes,Transformer,Classification,823,4,0,0.021341,2.4,1e-06,1576.0
NaiveBayes,Transformer,Classification,823,5,0,0.029419,2.41,1e-06,1589.0
NaiveBayes,Transformer,Classification,1098,2,0,0.010977,2.4,1e-06,1592.5
NaiveBayes,Transformer,Classification,1098,3,0,0.019789,2.4,1e-06,1582.0
NaiveBayes,Transformer,Classification,1098,4,0,0.028613,2.4,1e-06,1553.0
NaiveBayes,Transformer,Classification,1098,5,0,0.038794,2.41,1e-06,1576.5
NaiveBayes,Transformer,Classification,1372,2,0,0.013665,2.4,1e-06,1578.0
NaiveBayes,Transformer,Classification,1372,3,0,0.024514,2.4,1e-06,1553.5
NaiveBayes,Transformer,Classification,1372,4,0,0.035789,2.4,1e-06,1578.0
NaiveBayes,Transformer,Classification,1372,5,0,0.044276,2.41,1e-06,1586.5
NaiveBayes,Transformer,Classification,33095,4,1,0.337902,2.39,1e-06,83.0
NaiveBayes,Transformer,Classification,33095,7,1,0.534872,2.39,1e-06,76.5
NaiveBayes,Transformer,Classification,33095,9,1,0.689366,2.39,1e-06,74.0
NaiveBayes,Transformer,Classification,33095,12,1,1.01088,2.39,1e-06,70.5
NaiveBayes,Transformer,Classification,33095,14,1,1.241956,2.39,1e-06,74.0
NaiveBayes,Transformer,Classification,66190,4,1,0.675655,2.39,1e-06,83.5
NaiveBayes,Transformer,Classification,66190,7,1,1.06963,2.39,1e-06,74.5
NaiveBayes,Transformer,Classification,66190,9,1,1.378381,2.39,1e-06,72.0
NaiveBayes,Transformer,Classification,66190,12,1,2.020999,2.39,1e-06,71.0
NaiveBayes,Transformer,Classification,66190,14,1,2.483536,2.39,1e-06,73.5
NaiveBayes,Transformer,Classification,86975,2,0,2.246388,1.95,1e-06,92.5
NaiveBayes,Transformer,Classification,86975,3,0,3.442873,1.95,1e-06,92.5
NaiveBayes,Transformer,Classification,86975,4,0,4.498186,2.33,1e-06,93.5
NaiveBayes,Transformer,Classification,99284,4,1,1.013644,2.39,1e-06,81.0
NaiveBayes,Transformer,Classification,99284,7,1,1.604672,2.39,1e-06,75.5
NaiveBayes,Transformer,Classification,99284,9,1,2.067579,2.39,1e-06,72.5
NaiveBayes,Transformer,Classification,99284,12,1,3.032122,2.39,1e-06,70.5
NaiveBayes,Transformer,Classification,99284,14,1,3.725372,2.39,1e-06,73.0
NaiveBayes,Transformer,Classification,116202,12,0,3.299891,2.42,1e-06,1560.0
NaiveBayes,Transformer,Classification,116202,23,0,6.563619,2.44,1e-06,1557.5
NaiveBayes,Transformer,Classification,116202,34,0,9.304573,2.86,1e-06,1540.0
NaiveBayes,Transformer,Classification,116202,45,0,12.121251,2.88,1e-06,1542.5
NaiveBayes,Transformer,Classification,116202,55,0,14.336944,2.89,1e-06,1542.5
NaiveBayes,Transformer,Classification,132379,4,1,1.351325,2.39,1e-06,81.0
NaiveBayes,Transformer,Classification,132379,7,1,2.139295,2.39,1e-06,77.0
NaiveBayes,Transformer,Classification,132379,9,1,2.756615,2.39,1e-06,72.5
NaiveBayes,Transformer,Classification,132379,12,1,4.042283,2.79,1e-06,72.0
NaiveBayes,Transformer,Classification,132379,14,1,4.966506,2.79,1e-06,74.0
NaiveBayes,Transformer,Classification,165474,4,1,1.689241,2.39,1e-06,81.0
NaiveBayes,Transformer,Classification,165474,7,1,2.674202,2.39,1e-06,75.0
NaiveBayes,Transformer,Classification,165474,9,1,3.445766,2.39,1e-06,72.0
NaiveBayes,Transformer,Classification,165474,12,1,5.05303,2.79,1e-06,71.0
NaiveBayes,Transformer,Classification,165474,14,1,6.366044,2.79,1e-06,73.5
NaiveBayes,Transformer,Classification,173950,2,0,4.492544,2.33,1e-06,93.0
NaiveBayes,Transformer,Classification,173950,3,0,6.884357,2.33,1e-06,93.0
NaiveBayes,Transformer,Classification,173950,4,0,8.997433,2.35,1e-06,94.5
NaiveBayes,Transformer,Classification,232405,12,0,6.600268,2.42,1e-06,1541.5
NaiveBayes,Transformer,Classification,232405,23,0,13.128395,2.84,1e-06,1552.0
NaiveBayes,Transformer,Classification,232405,34,0,18.607503,2.86,1e-06,1543.0
NaiveBayes,Transformer,Classification,232405,45,0,24.241912,2.88,1e-06,1523.0
NaiveBayes,Transformer,Classification,232405,55,0,28.675522,2.89,1e-06,1528.0
NaiveBayes,Transformer,Classification,260924,2,0,6.738517,2.34,1e-06,91.0
NaiveBayes,Transformer,Classification,260924,3,0,10.327294,2.35,1e-06,91.5
NaiveBayes,Transformer,Classification,260924,4,0,13.498589,2.35,1e-06,93.0
NaiveBayes,Transformer,Classification,347899,2,0,8.985122,2.35,1e-06,90.5
NaiveBayes,Transformer,Classification,347899,3,0,13.76755,2.35,1e-06,92.0
NaiveBayes,Transformer,Classification,347899,4,0,17.998191,4.26,1e-06,92.5
NaiveBayes,Transformer,Classification,348607,12,0,9.899996,2.82,1e-06,1558.0
NaiveBayes,Transformer,Classification,348607,23,0,19.691607,2.84,1e-06,1536.5
NaiveBayes,Transformer,Classification,348607,34,0,27.910069,2.86,1e-06,1521.0
NaiveBayes,Transformer,Classification,348607,45,0,36.363632,2.88,1e-06,1525.0
NaiveBayes,Transformer,Classification,348607,55,0,43.011833,2.89,1e-06,1541.0
NaiveBayes,Transformer,Classification,434874,2,0,11.231041,2.35,1e-06,91.0
NaiveBayes,Transformer,Classification,434874,3,0,17.211221,2.4299999999999997,1e-06,92.0
NaiveBayes,Transformer,Classification,434874,4,0,19.716201,2.37,1e-06,91.0
NaiveBayes,Transformer,Classification,464810,12,0,13.199994,2.82,1e-06,1556.0
NaiveBayes,Transformer,Classification,464810,23,0,26.256078,2.84,1e-06,1543.5
NaiveBayes,Transformer,Classification,464810,34,0,37.21448,2.86,1e-06,1530.5
NaiveBayes,Transformer,Classification,464810,45,0,48.484786,2.88,1e-06,1525.0
NaiveBayes,Transformer,Classification,464810,55,0,57.35005,2.89,1e-06,1529.0
NaiveBayes,Transformer,Classification,581012,12,0,16.499925,2.82,1e-06,1553.0
NaiveBayes,Transformer,Classification,581012,23,0,32.820001,2.84,1e-06,1532.5
NaiveBayes,Transformer,Classification,581012,34,0,46.518288,2.86,1e-06,1529.5
NaiveBayes,Transformer,Classification,581012,45,0,60.605294,2.88,1e-06,1530.5
NaiveBayes,Transformer,Classification,581012,55,0,71.687256,2.89,1e-06,1510.5
NaiveBayes,Transformer,Classification,979686,10,3,40.909716,3.23,1e-06,64.0
NaiveBayes,Transformer,Classification,979686,18,4,66.313942,3.67,1e-06,56.5
NaiveBayes,Transformer,Classification,979686,26,4,94.77689,3.67,1e-06,59.0
NaiveBayes,Transformer,Classification,979686,34,4,111.638906,3.68,1e-06,58.0
NaiveBayes,Transformer,Classification,979686,42,4,128.841283,3.68,1e-06,59.0
NaiveBayes,Transformer,Classification,1000000,27,0,64.371837,2.85,1e-06,1523.0
NaiveBayes,Transformer,Classification,1000000,53,0,126.36286,2.44,1e-06,1501.0
NaiveBayes,Transformer,Classification,1000000,78,0,185.966228,2.48,1e-06,1999.5
NaiveBayes,Transformer,Classification,1000000,104,0,247.957234,2.44,1e-06,2183.5
NaiveBayes,Transformer,Classification,1000000,129,0,307.566253,2.47,1e-06,2238.5
NaiveBayes,Transformer,Classification,1959372,10,3,81.812397,3.23,1e-06,62.0
NaiveBayes,Transformer,Classification,1959372,18,4,132.624369,3.67,1e-06,58.0
NaiveBayes,Transformer,Classification,1959372,26,4,189.550513,3.67,1e-06,58.0
NaiveBayes,Transformer,Classification,1959372,34,4,223.27098,3.68,1e-06,57.5
NaiveBayes,Transformer,Classification,1959372,42,4,257.686287,3.68,1e-06,57.5
NaiveBayes,Transformer,Classification,2000000,27,0,128.746571,2.4,1e-06,1455.0
NaiveBayes,Transformer,Classification,2000000,53,0,252.723961,2.44,1e-06,1686.5
NaiveBayes,Transformer,Classification,2000000,78,0,371.93442,2.48,1e-06,1713.0
NaiveBayes,Transformer,Classification,2000000,104,0,495.903806,2.44,1e-06,1807.0
NaiveBayes,Transformer,Classification,2000000,129,0,615.128746,2.47,1e-06,2103.5
NaiveBayes,Transformer,Classification,2939059,10,3,122.723862,3.23,1e-06,61.5
NaiveBayes,Transformer,Classification,2939059,18,4,198.939043,3.67,1e-06,58.0
NaiveBayes,Transformer,Classification,2939059,26,4,284.330332,3.67,1e-06,56.5
NaiveBayes,Transformer,Classification,2939059,34,4,334.914858,3.68,1e-06,58.0
NaiveBayes,Transformer,Classification,2939059,42,4,386.530335,2.35,1e-06,67.0
NaiveBayes,Transformer,Classification,3000000,27,0,193.118719,2.4,1e-06,1511.0
NaiveBayes,Transformer,Classification,3000000,53,0,379.08824,2.44,1e-06,1658.0
NaiveBayes,Transformer,Classification,3000000,78,0,557.905551,2.48,1e-06,2153.0
NaiveBayes,Transformer,Classification,3000000,104,0,743.872852,2.44,1e-06,2061.0
NaiveBayes,Transformer,Classification,3000000,129,0,922.68967,2.47,1e-06,2061.5
NaiveBayes,Transformer,Classification,3918745,10,3,163.630093,3.23,1e-06,61.5
NaiveBayes,Transformer,Classification,3918745,18,4,265.253685,3.67,1e-06,57.0
NaiveBayes,Transformer,Classification,3918745,26,4,379.108897,3.67,1e-06,59.5
NaiveBayes,Transformer,Classification,3918745,34,4,446.549325,2.79,1e-06,65.5
NaiveBayes,Transformer,Classification,3918745,42,4,515.375125,3.68,1e-06,64.0
NaiveBayes,Transformer,Classification,4000000,27,0,257.491792,2.4,1e-06,1732.5
NaiveBayes,Transformer,Classification,4000000,53,0,505.45001,2.44,1e-06,1575.5
NaiveBayes,Transformer,Classification,4000000,78,0,743.873035,2.48,1e-06,2104.0
NaiveBayes,Transformer,Classification,4000000,104,0,991.823236,2.44,1e-06,2099.5
NaiveBayes,Transformer,Classification,4000000,129,0,1230.244541,2.47,1e-06,2083.0
NaiveBayes,Transformer,Classification,4898431,10,3,204.536826,3.23,1e-06,61.0
NaiveBayes,Transformer,Classification,4898431,18,4,331.567341,3.67,1e-06,56.5
NaiveBayes,Transformer,Classification,4898431,26,4,473.884029,3.23,1e-06,64.0
NaiveBayes,Transformer,Classification,4898431,34,4,558.190071,3.68,1e-06,66.0
NaiveBayes,Transformer,Classification,4898431,42,3,648.887481,3.68,1e-06,67.5
NaiveBayes,Transformer,Classification,5000000,27,0,321.864852,2.4,1e-06,1771.0
NaiveBayes,Transformer,Classification,5000000,53,0,631.81279,2.44,1e-06,2312.0
NaiveBayes,Transformer,Classification,5000000,78,0,929.83545,2.4450000000000003,1e-06,2089.0
NaiveBayes,Transformer,Classification,5000000,104,0,1239.781192,2.44,1e-06,2083.5
NaiveBayes,Transformer,Classification,5000000,129,0,1542.577574,2.47,1e-06,2076.5
NaiveBayes,Transformer,Classification,7000000,28,0,3623.267197,2.34,1e-06,2048.5
SVM,Estimator,Classification,274,2,0,0.002809,10.95,1e-06,8576.5
SVM,Estimator,Classification,274,3,0,0.004897,18.96,1e-06,13460.5
SVM,Estimator,Classification,274,4,0,0.00714,20.26,1e-06,14293.0
SVM,Estimator,Classification,274,5,0,0.00967,22.56,1e-06,15281.0
SVM,Estimator,Classification,549,2,0,0.005466,11.86,1e-06,9167.0
SVM,Estimator,Classification,549,3,0,0.009916,12.565000000000001,1e-06,9648.0
SVM,Estimator,Classification,549,4,0,0.014376,21.57,1e-06,15187.0
SVM,Estimator,Classification,549,5,0,0.019374,21.4,1e-06,14699.5
SVM,Estimator,Classification,823,2,0,0.008255,18.735,1e-06,13727.5
SVM,Estimator,Classification,823,3,0,0.014682,16.45,1e-06,11950.5
SVM,Estimator,Classification,823,4,0,0.021341,19.59,1e-06,14117.5
SVM,Estimator,Classification,823,5,0,0.029419,22.51,1e-06,15623.0
SVM,Estimator,Classification,1098,2,0,0.010977,11.31,1e-06,8969.0
SVM,Estimator,Classification,1098,3,0,0.019789,13.13,1e-06,9989.5
SVM,Estimator,Classification,1098,4,0,0.028613,17.97,1e-06,13105.0
SVM,Estimator,Classification,1098,5,0,0.038794,23.67,1e-06,16311.0
SVM,Estimator,Classification,1372,2,0,0.013665,15.77,1e-06,12120.5
SVM,Estimator,Classification,1372,3,0,0.024514,9.6,1e-06,7876.0
SVM,Estimator,Classification,1372,4,0,0.035789,21.78,1e-06,15322.0
SVM,Estimator,Classification,1372,5,0,0.044276,20.71,1e-06,14663.5
SVM,Estimator,Classification,1625,6,6,0.018657,61.265,1e-06,19015.0
SVM,Estimator,Classification,1625,10,10,0.031126,86.04,1e-06,16745.0
SVM,Estimator,Classification,1625,15,15,0.046692,123.69,1e-06,16010.5
SVM,Estimator,Classification,1625,19,19,0.059149,177.48000000000002,1e-06,17712.5
SVM,Estimator,Classification,3250,6,6,0.037254,52.01,1e-06,17272.0
SVM,Estimator,Classification,3250,10,10,0.06212,89.57,1e-06,18115.5
SVM,Estimator,Classification,3250,15,15,0.093184,130.34,1e-06,17690.5
SVM,Estimator,Classification,3250,19,19,0.118039,164.73,1e-06,17683.0
SVM,Estimator,Classification,4803,481,0,8.325166,39.870000000000005,1e-06,19325.5
SVM,Estimator,Classification,4803,961,0,18.894535,56.129999999999995,1e-06,19927.5
SVM,Estimator,Classification,4803,1442,0,30.811817,89.58,1e-06,32613.5
SVM,Estimator,Classification,4803,1921,0,42.389276,110.67500000000001,1e-06,35393.5
SVM,Estimator,Classification,4803,2401,0,53.245032,151.62,1e-06,43826.5
SVM,Estimator,Classification,4874,6,6,0.055839,57.695,1e-06,19856.5
SVM,Estimator,Classification,4874,10,10,0.093095,92.625,1e-06,19641.5
SVM,Estimator,Classification,4874,15,15,0.139647,136.99,1e-06,19258.0
SVM,Estimator,Classification,4874,19,19,0.176892,169.715,1e-06,18972.5
SVM,Estimator,Classification,6499,6,6,0.074436,51.48,1e-06,18511.0
SVM,Estimator,Classification,6499,10,10,0.12409,100.715,1e-06,22073.5
SVM,Estimator,Classification,6499,15,15,0.186139,137.475,1e-06,20331.0
SVM,Estimator,Classification,6499,19,19,0.235781,170.41,1e-06,19988.0
SVM,Estimator,Classification,8124,6,6,0.093032,47.64,1e-06,17897.0
SVM,Estimator,Classification,8124,10,10,0.155084,95.37,1e-06,21867.5
SVM,Estimator,Classification,8124,15,15,0.23263,128.91,1e-06,19915.0
SVM,Estimator,Classification,8124,19,19,0.294671,180.11,1e-06,21955.0
SVM,Estimator,Classification,9606,481,0,16.651017,53.065,1e-06,20454.0
SVM,Estimator,Classification,9606,961,0,37.780284,97.15,1e-06,32705.5
SVM,Estimator,Classification,9606,1442,0,61.650461,151.32,1e-06,55565.5
SVM,Estimator,Classification,9606,1921,0,84.910493,166.35,1e-06,56202.0
SVM,Estimator,Classification,9606,2401,0,106.569949,216.63,1e-06,61387.5
SVM,Estimator,Classification,14410,481,0,24.98132,72.66,1e-06,32039.0
SVM,Estimator,Classification,14410,961,0,56.664343,139.44,1e-06,44948.0
SVM,Estimator,Classification,14410,1442,0,92.386895,197.42000000000002,1e-06,58118.5
SVM,Estimator,Classification,14410,1921,0,127.381102,232.49,1e-06,72922.0
SVM,Estimator,Classification,14410,2401,0,159.714966,295.725,1e-06,87809.5
SVM,Estimator,Classification,19213,481,0,33.295776,95.67,1e-06,38929.5
SVM,Estimator,Classification,19213,961,0,75.546374,159.42000000000002,1e-06,48148.0
SVM,Estimator,Classification,19213,1442,0,123.28475,230.63,1e-06,67585.5
SVM,Estimator,Classification,19213,1921,0,169.763014,276.575,1e-06,80506.0
SVM,Estimator,Classification,19213,2401,0,212.970258,363.675,1e-06,95583.5
SVM,Estimator,Classification,24016,481,0,41.617505,117.595,1e-06,48836.0
SVM,Estimator,Classification,24016,961,0,94.417736,198.575,1e-06,51813.0
SVM,Estimator,Classification,24016,1442,0,154.035663,270.08,1e-06,66865.5
SVM,Estimator,Classification,24016,1921,0,212.206891,326.975,1e-06,93462.0
SVM,Estimator,Classification,24016,2401,0,230.475045,414.93,1e-06,95297.5
SVM,Estimator,Classification,33095,4,1,0.337902,49.41,1e-06,28626.0
SVM,Estimator,Classification,33095,7,1,0.534872,48.705,1e-06,31179.5
SVM,Estimator,Classification,33095,9,1,0.689366,31.78,1e-06,21146.0
SVM,Estimator,Classification,33095,12,1,1.01088,50.135000000000005,1e-06,36878.5
SVM,Estimator,Classification,33095,14,1,1.241956,12.27,1e-06,4470.0
SVM,Estimator,Classification,66190,4,1,0.675655,41.36,1e-06,28674.0
SVM,Estimator,Classification,66190,7,1,1.06963,44.085,1e-06,34823.0
SVM,Estimator,Classification,66190,9,1,1.378381,45.68,1e-06,38744.0
SVM,Estimator,Classification,66190,12,1,2.020999,23.88,1e-06,11182.0
SVM,Estimator,Classification,66190,14,1,2.483536,27.79,1e-06,15329.0
SVM,Estimator,Classification,99284,4,1,1.013644,44.8,1e-06,34973.5
SVM,Estimator,Classification,99284,7,1,1.604672,54.650000000000006,1e-06,50130.5
SVM,Estimator,Classification,99284,9,1,2.067579,48.14,1e-06,43365.0
SVM,Estimator,Classification,99284,12,1,3.032122,54.504999999999995,1e-06,70086.0
SVM,Estimator,Classification,99284,14,1,3.725372,31.125,1e-06,8133.0
SVM,Estimator,Classification,132379,4,1,1.351325,60.035,1e-06,53742.5
SVM,Estimator,Classification,132379,7,1,2.139295,32.290000000000006,1e-06,13658.5
SVM,Estimator,Classification,132379,9,1,2.756615,37.0,1e-06,18341.5
SVM,Estimator,Classification,132379,12,1,4.042283,45.58,1e-06,25366.0
SVM,Estimator,Classification,132379,14,1,4.966506,50.71,1e-06,30428.5
SVM,Estimator,Classification,165474,4,1,1.689241,60.665000000000006,1e-06,69024.5
SVM,Estimator,Classification,165474,7,1,2.674202,58.77,1e-06,85412.0
SVM,Estimator,Classification,165474,9,1,3.445766,56.93,1e-06,50880.0
SVM,Estimator,Classification,165474,12,1,5.05303,59.53,1e-06,40623.0
SVM,Estimator,Classification,165474,14,1,6.366044,57.2,1e-06,24389.0
SVM,Estimator,Classification,1000000,27,0,64.371837,296.1,1e-06,182443.5
SVM,Estimator,Classification,1000000,53,0,126.36286,537.725,1e-06,152432.5
SVM,Estimator,Classification,1000000,78,0,185.966228,734.465,1e-06,72260.0
SVM,Estimator,Classification,1000000,104,0,247.957234,908.47,1e-06,71341.5
SVM,Estimator,Classification,1000000,129,0,307.566253,1126.335,1e-06,84597.0
SVM,Estimator,Classification,2000000,27,0,128.746571,583.15,1e-06,181289.0
SVM,Estimator,Classification,2000000,53,0,252.723961,1072.96,1e-06,227244.0
SVM,Estimator,Classification,2000000,78,0,371.93442,1513.755,1e-06,95403.5
SVM,Estimator,Classification,2000000,104,0,495.903806,1811.4899999999998,1e-06,106133.0
SVM,Estimator,Classification,2000000,129,0,615.128746,2331.92,1e-06,122366.5
SVM,Estimator,Classification,3000000,27,0,193.118719,875.8599999999999,1e-06,97903.5
SVM,Estimator,Classification,3000000,53,0,379.08824,1580.155,1e-06,100204.5
